Id,SalePrice
1760,169655.0
1761,142089.0
1762,177977.0
1763,170743.0
1764,117296.0
1765,157776.0
1766,170996.0
1767,216694.0
1768,143490.0
1769,173434.0
1770,147157.0
1771,124777.0
1772,135928.0
1773,132300.0
1774,133152.0
1775,141555.0
1776,124341.0
1777,114550.0
1778,139777.0
1779,117720.0
1780,172048.0
1781,128347.0
1782,88409.0
1783,142144.0
1784,110830.0
1785,122398.0
1786,138367.0
1787,154804.0
1788,55956.0
1789,92947.0
1790,78212.0
1791,172839.0
1792,159603.0
1793,132410.0
1794,153155.0
1795,136292.0
1796,117814.0
1797,111165.0
1798,126976.0
1799,110249.0
1800,132085.0
1801,132640.0
1802,133942.0
1803,148219.0
1804,139163.0
1805,133946.0
1806,117416.0
1807,137234.0
1808,118271.0
1809,121008.0
1810,143361.0
1811,106396.0
1812,100523.0
1813,125478.0
1814,96525.0
1815,55669.0
1816,101578.0
1817,109082.0
1818,139691.0
1819,119722.0
1820,56586.0
1821,113274.0
1822,141611.0
1823,50620.0
1824,135357.0
1825,132270.0
1826,102416.0
1827,105123.0
1828,133398.0
1829,116221.0
1830,147031.0
1831,145609.0
1832,80622.0
1833,142160.0
1834,116344.0
1835,139907.0
1836,128257.0
1837,93497.0
1838,131484.0
1839,92959.0
1840,173664.0
1841,148433.0
1842,84949.0
1843,131911.0
1844,135250.0
1845,144385.0
1846,154924.0
1847,160385.0
1848,53385.0
1849,108000.0
1850,118486.0
1851,151115.0
1852,124907.0
1853,131606.0
1854,170384.0
1855,141822.0
1856,214232.0
1857,130844.0
1858,144211.0
1859,118471.0
1860,148856.0
1861,117737.0
1862,305028.0
1863,289943.0
1864,292171.0
1865,335537.0
1866,332783.0
1867,234358.0
1868,305454.0
1869,204470.0
1870,215255.0
1871,246243.0
1872,167568.0
1873,246496.0
1874,144355.0
1875,199948.0
1876,202621.0
1877,210459.0
1878,191151.0
1879,130988.0
1880,133933.0
1881,233777.0
1882,251293.0
1883,189692.0
1884,208805.0
1885,238897.0
1886,296380.0
1887,210080.0
1888,264907.0
1889,157741.0
1890,122511.0
1891,137501.0
1892,99052.0
1893,133010.0
1894,127767.0
1895,135726.0
1896,122242.0
1897,117946.0
1898,107867.0
1899,152100.0
1900,150329.0
1901,172784.0
1902,148376.0
1903,232402.0
1904,148140.0
1905,191445.0
1906,154253.0
1907,198912.0
1908,109597.0
1909,133072.0
1910,117664.0
1911,217052.0
1912,319443.0
1913,139274.0
1914,56834.0
1915,322612.0
1916,67474.0
1917,242930.0
1918,140355.0
1919,171621.0
1920,141057.0
1921,423380.0
1922,319957.0
1923,219159.0
1924,238539.0
1925,190298.0
1926,387152.0
1927,132139.0
1928,158019.0
1929,127719.0
1930,125160.0
1931,142617.0
1932,138324.0
1933,181712.0
1934,181340.0
1935,173640.0
1936,192441.0
1937,182088.0
1938,169877.0
1939,244603.0
1940,186894.0
1941,171585.0
1942,187726.0
1943,199190.0
1944,358013.0
1945,396374.0
1946,136620.0
1947,341302.0
1948,170731.0
1949,249378.0
1950,183567.0
1951,237000.0
1952,222261.0
1953,170333.0
1954,181494.0
1955,133008.0
1956,279253.0
1957,156266.0
1958,301649.0
1959,139637.0
1960,116853.0
1961,121741.0
1962,94978.0
1963,103326.0
1964,113023.0
1965,147041.0
1966,142116.0
1967,291224.0
1968,438684.0
1969,392121.0
1970,454289.0
1971,471630.0
1972,377053.0
1973,261092.0
1974,323454.0
1975,521139.0
1976,260857.0
1977,356801.0
1978,362124.0
1979,321774.0
1980,201710.0
1981,338659.0
1982,225676.0
1983,202206.0
1984,166767.0
1985,225144.0
1986,206891.0
1987,179747.0
1988,175648.0
1989,194625.0
1990,212523.0
1991,240429.0
1992,214402.0
1993,168320.0
1994,232917.0
1995,180721.0
1996,248516.0
1997,302961.0
1998,327884.0
1999,266809.0
2000,311595.0
2001,273637.0
2002,247895.0
2003,255676.0
2004,272088.0
2005,217779.0
2006,225235.0
2007,245323.0
2008,214801.0
2009,198896.0
2010,186632.0
2011,139036.0
2012,171111.0
2013,182014.0
2014,190586.0
2015,200707.0
2016,195543.0
2017,197000.0
2018,123099.0
2019,137788.0
2020,105120.0
2021,106677.0
2022,181374.0
2023,147032.0
2024,242393.0
2025,379347.0
2026,174995.0
2027,154723.0
2028,150151.0
2029,176181.0
2030,277855.0
2031,228835.0
2032,250620.0
2033,256910.0
2034,169557.0
2035,217234.0
2036,183380.0
2037,193228.0
2038,292749.0
2039,213091.0
2040,287635.0
2041,299196.0
2042,206491.0
2043,169457.0
2044,162976.0
2045,221277.0
2046,139380.0
2047,148224.0
2048,138347.0
2049,137064.0
2050,175850.0
2051,106701.0
2052,130967.0
2053,145549.0
2054,88085.0
2055,153737.0
2056,138940.0
2057,117700.0
2058,223026.0
2059,133861.0
2060,171638.0
2061,175568.0
2062,133071.0
2063,114413.0
2064,145147.0
2065,117453.0
2066,159615.0
2067,107662.0
2068,130794.0
2069,91078.0
2070,115471.0
2071,95244.0
2072,128030.0
2073,134481.0
2074,187710.0
2075,146274.0
2076,119234.0
2077,157566.0
2078,131060.0
2079,136249.0
2080,120035.0
2081,126958.0
2082,128397.0
2083,145473.0
2084,111927.0
2085,122995.0
2086,105539.0
2087,121810.0
2088,94376.0
2089,77155.0
2090,123944.0
2091,117231.0
2092,123053.0
2093,114714.0
2094,118654.0
2095,148864.0
2096,80940.0
2097,95963.0
2098,145350.0
2099,55299.0
2100,81197.0
2101,119496.0
2102,123859.0
2103,105360.0
2104,124922.0
2105,127592.0
2106,64781.0
2107,218788.0
2108,117832.0
2109,113486.0
2110,132201.0
2111,142122.0
2112,136339.0
2113,119727.0
2114,114201.0
2115,159925.0
2116,117285.0
2117,149066.0
2118,124476.0
2119,107788.0
2120,113417.0
2121,91944.0
2122,116936.0
2123,84067.0
2124,162985.0
2125,119918.0
2126,147573.0
2127,153911.0
2128,122120.0
2129,91418.0
2130,143780.0
2131,140850.0
2132,116597.0
2133,126526.0
2134,122293.0
2135,99256.0
2136,74407.0
2137,115679.0
2138,134921.0
2139,151556.0
2140,143101.0
2141,144472.0
2142,129353.0
2143,148681.0
2144,117389.0
2145,138323.0
2146,171635.0
2147,133899.0
2148,129125.0
2149,143138.0
2150,237634.0
2151,118485.0
2152,169574.0
2153,163553.0
2154,110092.0
2155,140005.0
2156,248766.0
2157,234021.0
2158,236414.0
2159,197255.0
2160,176227.0
2161,235323.0
2162,367879.0
2163,356573.0
2164,231983.0
2165,195079.0
2166,151442.0
2167,214132.0
2168,211014.0
2169,195380.0
2170,223706.0
2171,152350.0
2172,135161.0
2173,163789.0
2174,231103.0
2175,290661.0
2176,320074.0
2177,244487.0
2178,210522.0
2179,142628.0
2180,214475.0
2181,188158.0
2182,222877.0
2183,190214.0
2184,126211.0
2185,119370.0
2186,146623.0
2187,148227.0
2188,153999.0
2189,250046.0
2190,82428.0
2191,83871.0
2192,90629.0
2193,103434.0
2194,106010.0
2195,108601.0
2196,101906.0
2197,118998.0
2198,164939.0
2199,186798.0
2200,148876.0
2201,137690.0
2202,208672.0
2203,140100.0
2204,178025.0
2205,119834.0
2206,147413.0
2207,201812.0
2208,253738.0
2209,219922.0
2210,118545.0
2211,114618.0
2212,117663.0
2213,103419.0
2214,131318.0
2215,104063.0
2216,145578.0
2217,68089.0
2218,68415.0
2219,65866.0
2220,66653.0
2221,323929.0
2222,276538.0
2223,295922.0
2224,206932.0
2225,118229.0
2226,180555.0
2227,196694.0
2228,264459.0
2229,251364.0
2230,156178.0
2231,209482.0
2232,181775.0
2233,172656.0
2234,234934.0
2235,209643.0
2236,268671.0
2237,347528.0
2238,202673.0
2239,106799.0
2240,160434.0
2241,152800.0
2242,123723.0
2243,123399.0
2244,107760.0
2245,104207.0
2246,141901.0
2247,112126.0
2248,123044.0
2249,122486.0
2250,129150.0
2251,94913.0
2252,169340.0
2253,149950.0
2254,174670.0
2255,192064.0
2256,174265.0
2257,204744.0
2258,161145.0
2259,175961.0
2260,154960.0
2261,183167.0
2262,203562.0
2263,362488.0
2264,502482.0
2265,162178.0
2266,318233.0
2267,377472.0
2268,394512.0
2269,155811.0
2270,189331.0
2271,225380.0
2272,192330.0
2273,164036.0
2274,186628.0
2275,156176.0
2276,192416.0
2277,185309.0
2278,149194.0
2279,125674.0
2280,118894.0
2281,173770.0
2282,187350.0
2283,106501.0
2284,112681.0
2285,145692.0
2286,126017.0
2287,354978.0
2288,266559.0
2289,390992.0
2290,491425.0
2291,317760.0
2292,451066.0
2293,480564.0
2294,425207.0
2295,471603.0
2296,294799.0
2297,322071.0
2298,323379.0
2299,360819.0
2300,338229.0
2301,279510.0
2302,245203.0
2303,245547.0
2304,238083.0
2305,191823.0
2306,190192.0
2307,195853.0
2308,222369.0
2309,290416.0
2310,206038.0
2311,196347.0
2312,177190.0
2313,175097.0
2314,171964.0
2315,175830.0
2316,189142.0
2317,188520.0
2318,177734.0
2319,177958.0
2320,180299.0
2321,243213.0
2322,171677.0
2323,184266.0
2324,173349.0
2325,219742.0
2326,172484.0
2327,203905.0
2328,226341.0
2329,188660.0
2330,181122.0
2331,354306.0
2332,401776.0
2333,324960.0
2334,258728.0
2335,276888.0
2336,319786.0
2337,209164.0
2338,273243.0
2339,216548.0
2340,394693.0
2341,227580.0
2342,239919.0
2343,228817.0
2344,218052.0
2345,233427.0
2346,210520.0
2347,201186.0
2348,239109.0
2349,172124.0
2350,293480.0
2351,254841.0
2352,258702.0
2353,233169.0
2354,139136.0
2355,140337.0
2356,148818.0
2357,195779.0
2358,197379.0
2359,133756.0
2360,115001.0
2361,145806.0
2362,280049.0
2363,140742.0
2364,152656.0
2365,218703.0
2366,183678.0
2367,227097.0
2368,213237.0
2369,219930.0
2370,175010.0
2371,171243.0
2372,193607.0
2373,286157.0
2374,321309.0
2375,250546.0
2376,288006.0
2377,333208.0
2378,146352.0
2379,202020.0
2380,146429.0
2381,164474.0
2382,192995.0
2383,210588.0
2384,250376.0
2385,162100.0
2386,134046.0
2387,138139.0
2388,95377.0
2389,119701.0
2390,146755.0
2391,138535.0
2392,116484.0
2393,168974.0
2394,145917.0
2395,210826.0
2396,147026.0
2397,218713.0
2398,127039.0
2399,57884.0
2400,54481.0
2401,117856.0
2402,139033.0
2403,137862.0
2404,150029.0
2405,164814.0
2406,142936.0
2407,125564.0
2408,141876.0
2409,122074.0
2410,158544.0
2411,119001.0
2412,157775.0
2413,133083.0
2414,146178.0
2415,130269.0
2416,125086.0
2417,133519.0
2418,134428.0
2419,128059.0
2420,123637.0
2421,144196.0
2422,110339.0
2423,123793.0
2424,157789.0
2425,171944.0
2426,128198.0
2427,129884.0
2428,174423.0
2429,113919.0
2430,133982.0
2431,109129.0
2432,145214.0
2433,146666.0
2434,140994.0
2435,150953.0
2436,106718.0
2437,110810.0
2438,126138.0
2439,103716.0
2440,120000.0
2441,89845.0
2442,92884.0
2443,122276.0
2444,129025.0
2445,86361.0
2446,132695.0
2447,166971.0
2448,129095.0
2449,110216.0
2450,153431.0
2451,123427.0
2452,206977.0
2453,91746.0
2454,120618.0
2455,116296.0
2456,138458.0
2457,127645.0
2458,120084.0
2459,111500.0
2460,137422.0
2461,122752.0
2462,137411.0
2463,124841.0
2464,177636.0
2465,142963.0
2466,116545.0
2467,139981.0
2468,80546.0
2469,82603.0
2470,186225.0
2471,202367.0
2472,153192.0
2473,123769.0
2474,84656.0
2475,229241.0
2476,113686.0
2477,130893.0
2478,152749.0
2479,106613.0
2480,152330.0
2481,124707.0
2482,128334.0
2483,112830.0
2484,127132.0
2485,127882.0
2486,158899.0
2487,174602.0
2488,164845.0
2489,153185.0
2490,150718.0
2491,89317.0
2492,190907.0
2493,145327.0
2494,150835.0
2495,90420.0
2496,240379.0
2497,149545.0
2498,112562.0
2499,90295.0
2500,128963.0
2501,138739.0
2502,152765.0
2503,97507.0
2504,184088.0
2505,221697.0
2506,248285.0
2507,288363.0
2508,248806.0
2509,215632.0
2510,220380.0
2511,175686.0
2512,210118.0
2513,220886.0
2514,253408.0
2515,150699.0
2516,169320.0
2517,139852.0
2518,151554.0
2519,226684.0
2520,207065.0
2521,186606.0
2522,221770.0
2523,122515.0
2524,135967.0
2525,148723.0
2526,142148.0
2527,118051.0
2528,125485.0
2529,133628.0
2530,117086.0
2531,257602.0
2532,224162.0
2533,197355.0
2534,230453.0
2535,310280.0
2536,225909.0
2537,237630.0
2538,180714.0
2539,186170.0
2540,176561.0
2541,177362.0
2542,163447.0
2543,130768.0
2544,128419.0
2545,133425.0
2546,131270.0
2547,134432.0
2548,155597.0
2549,164736.0
2550,585204.0
2551,139194.0
2552,126992.0
2553,78967.0
2554,109756.0
2555,116085.0
2556,100448.0
2557,108883.0
2558,159499.0
2559,139765.0
2560,143506.0
2561,147401.0
2562,127768.0
2563,149465.0
2564,198890.0
2565,131528.0
2566,159116.0
2567,135323.0
2568,204308.0
2569,211376.0
2570,114645.0
2571,186122.0
2572,152049.0
2573,227797.0
2574,285738.0
2575,126486.0
2576,120767.0
2577,145934.0
2578,84015.0
2579,70417.0
2580,107183.0
2581,104593.0
2582,107491.0
2583,280777.0
2584,177645.0
2585,178944.0
2586,214382.0
2587,193595.0
2588,147835.0
2589,147036.0
2590,205456.0
2591,218063.0
2592,216917.0
2593,257754.0
2594,173798.0
2595,197947.0
2596,302140.0
2597,180969.0
2598,288352.0
2599,317956.0
2600,136972.0
2601,144893.0
2602,80964.0
2603,90747.0
2604,88892.0
2605,77744.0
2606,147163.0
2607,193103.0
2608,190548.0
2609,164866.0
2610,109062.0
2611,120618.0
2612,157197.0
2613,127522.0
2614,126909.0
2615,157624.0
2616,142275.0
2617,171393.0
2618,199981.0
2619,206538.0
2620,189650.0
2621,175976.0
2622,184631.0
2623,245564.0
2624,314800.0
2625,309680.0
2626,173336.0
2627,168762.0
2628,502450.0
2629,513752.0
2630,360628.0
2631,491775.0
2632,430951.0
2633,330292.0
2634,416988.0
2635,157996.0
2636,173854.0
2637,174156.0
2638,262599.0
2639,182691.0
2640,155648.0
2641,105970.0
2642,183964.0
2643,102862.0
2644,124782.0
2645,106920.0
2646,92760.0
2647,102563.0
2648,140478.0
2649,143337.0
2650,145026.0
2651,145238.0
2652,420659.0
2653,252131.0
2654,248856.0
2655,397529.0
2656,307483.0
2657,349933.0
2658,301239.0
2659,299784.0
2660,353700.0
2661,347860.0
2662,363727.0
2663,276298.0
2664,275468.0
2665,324374.0
2666,291819.0
2667,164895.0
2668,174749.0
2669,182458.0
2670,274251.0
2671,179707.0
2672,195060.0
2673,200578.0
2674,194188.0
2675,171844.0
2676,184540.0
2677,194801.0
2678,249526.0
2679,262500.0
2680,275497.0
2681,405640.0
2682,304429.0
2683,529585.0
2684,316340.0
2685,328160.0
2686,260747.0
2687,330499.0
2688,214398.0
2689,197633.0
2690,466829.0
2691,191684.0
2692,130886.0
2693,196782.0
2694,137146.0
2695,195738.0
2696,181974.0
2697,190419.0
2698,192881.0
2699,174327.0
2700,157655.0
2701,140716.0
2702,111322.0
2703,114094.0
2704,142841.0
2705,119289.0
2706,110618.0
2707,124930.0
2708,136677.0
2709,104322.0
2710,125688.0
2711,304743.0
2712,391148.0
2713,167869.0
2714,148813.0
2715,171516.0
2716,145234.0
2717,187573.0
2718,223167.0
2719,156152.0
2720,173103.0
2721,138731.0
2722,158346.0
2723,139027.0
2724,132458.0
2725,132487.0
2726,146927.0
2727,170779.0
2728,173604.0
2729,146322.0
2730,146186.0
2731,127662.0
2732,128599.0
2733,156913.0
2734,147297.0
2735,137026.0
2736,146973.0
2737,125982.0
2738,131284.0
2739,161599.0
2740,132440.0
2741,146245.0
2742,155646.0
2743,152664.0
2744,156029.0
2745,141240.0
2746,140434.0
2747,135904.0
2748,116308.0
2749,129318.0
2750,135684.0
2751,134860.0
2752,186428.0
2753,153044.0
2754,202217.0
2755,135233.0
2756,96655.0
2757,65699.0
2758,85350.0
2759,164002.0
2760,128642.0
2761,147417.0
2762,146706.0
2763,180202.0
2764,146618.0
2765,283945.0
2766,122948.0
2767,91129.0
2768,134087.0
2769,134036.0
2770,140484.0
2771,108910.0
2772,115816.0
2773,159623.0
2774,140441.0
2775,110929.0
2776,138055.0
2777,147275.0
2778,110636.0
2779,117446.0
2780,99671.0
2781,96723.0
2782,95944.0
2783,98833.0
2784,125592.0
2785,135164.0
2786,62003.0
2787,121409.0
2788,77899.0
2789,182019.0
2790,100615.0
2791,116667.0
2792,56248.0
2793,157974.0
2794,94572.0
2795,122862.0
2796,101313.0
2797,188266.0
2798,105687.0
2799,119875.0
2800,63276.0
2801,108074.0
2802,131978.0
2803,160392.0
2804,125233.0
2805,94218.0
2806,80866.0
2807,158282.0
2808,153897.0
2809,137153.0
2810,130972.0
2811,155829.0
2812,155287.0
2813,153457.0
2814,150665.0
2815,102110.0
2816,248822.0
2817,153056.0
2818,132251.0
2819,161343.0
2820,141060.0
2821,109297.0
2822,199682.0
2823,284414.0
2824,170973.0
2825,142702.0
2826,135364.0
2827,136922.0
2828,214817.0
2829,208337.0
2830,221233.0
2831,170327.0
2832,237240.0
2833,293157.0
2834,219014.0
2835,224065.0
2836,193505.0
2837,158523.0
2838,151820.0
2839,176605.0
2840,205518.0
2841,206265.0
2842,226378.0
2843,151799.0
2844,164405.0
2845,124003.0
2846,212347.0
2847,207296.0
2848,218145.0
2849,201904.0
2850,272655.0
2851,216179.0
2852,225255.0
2853,232821.0
2854,140429.0
2855,204097.0
2856,202158.0
2857,187336.0
2858,202497.0
2859,120106.0
2860,125783.0
2861,126932.0
2862,190842.0
2863,120526.0
2864,255795.0
2865,138908.0
2866,135569.0
2867,98120.0
2868,97711.0
2869,108607.0
2870,124322.0
2871,89338.0
2872,51503.0
2873,97234.0
2874,138896.0
2875,119299.0
2876,162742.0
2877,139823.0
2878,172059.0
2879,136722.0
2880,101499.0
2881,148547.0
2882,172911.0
2883,193585.0
2884,184913.0
2885,195093.0
2886,216595.0
2887,93502.0
2888,138923.0
2889,56613.0
2890,83953.0
2891,136670.0
2892,48966.0
2893,93039.0
2894,52487.0
2895,322756.0
2896,284623.0
2897,198107.0
2898,146730.0
2899,208624.0
2900,166504.0
2901,196591.0
2902,180561.0
2903,323038.0
2904,348920.0
2905,88901.0
2906,200551.0
2907,112812.0
2908,132038.0
2909,138759.0
2910,81465.0
2911,80749.0
2912,146872.0
2913,80928.0
2914,75497.0
2915,84632.0
2916,80586.0
2917,158054.0
2918,114443.0
2919,218244.0
